PM Modi inaugurates BPCL's Kochi refinery expansion complex,"PM Modi on Sunday inaugurated an integrated Bharat Petroleum (BPCL) refinery expansion complex in Kerala's Kochi and dedicated the â¹16,504-crore investment to the nation. The complex would transform Kochi Refinery as the largest state-run refinery in the country, he said. He also laid the foundation stone for a petrochemical complex at the refinery and a skill development institute at Ettumanoor."
90% TV viewers will hopefully select channels by Feb 1: TRAI,"TRAI Chairman RS Sharma has said 90% TV viewer onboarding is expected before the February 1 deadline for migration to the new regulatory tariff for DTH and cable operators. The trend recorded over past few days indicated that 100% onboarding will be reached ""soon"", he added. TRAI had stated last week that 40% of consumers have already exercised their options."
"82 plots, â¹2cr cash found during raid on IRS officer in Raj","In a raid conducted at the Jaipur residence of Indian Revenue Service (IRS) officer Sahi Ram Meena, the Anti Corruption Bureau has recovered around â¹2.3 crore in cash. Jewellery worth â¹6 lakh, documents related to 82 pieces of land, 25 shops, among others, were also recovered, police said. Meena, currently posted as Deputy Commissioner (Narcotics) in Kota, has been arrested."
Over 5 lakh villages declared open defecation free: PM Modi,"PM Narendra Modi on Sunday said that over 5 lakh villages in India have been declared open defecation free (ODF) and 98% of rural India is under sanitation coverage. He added that 9 crore households have been provided with toilets. ""India is moving towards liberation from open defecation much prior to the target of October 2, 2019,"" he further said."
India keeps off WTO negotiations on new e-commerce framework,"Over 70 World Trade Organization (WTO) member countries agreed to discuss new e-commerce framework while other member countries including India decided to keep off it. ""We don't think the time is right for the country to take on multilateral obligations in...e-commerce rules,"" a government official reportedly said. The announcement to start negotiations was made at the World Economic Forum 2019."
Saudi Arabia seeks $430 bn in investments for infrastructure,"Saudi Arabia's Energy Minister Khalid al-Falih said the kingdom is seeking nearly $430 billion in investment by 2030 for infrastructure and other industrial projects in order to cut its reliance on oil. The programme will integrate the mining, industry and energy sectors, he added. The initiative is part of Crown Prince Mohammed bin Salman's Vision 2030 plan for the kingdom. "
Vedanta too big to have a family succession plan: Chairman,"Vedanta Founder and Chairman Anil Agarwal has indicated that his son or daughter may not head the group as it is ""too big to have a family succession plan"". ""[My children] have their own passion... and they are doing very well,"" he added. He further said he has appointed ""extremely capable CEOs and executives"" to run the company."
Djokovic beats Nadal to win his record 7th Australian Open title,"World number one Novak Djokovic defeated world number two Rafael Nadal in straight sets in the men's singles final on Sunday to win Australian Open for a record seventh time. This is the third time that the 31-year-old Serbian has won three consecutive Grand Slams titles. Djokovic has now won 15 Grand Slam titles, third-most by a male tennis player."
Patidar leader Hardik Patel marries childhood friend Kinjal Parikh,"Patidar quota's 25-year-old leader Hardik Patel on Sunday married Kinjal Parikh, his childhood friend to whom he was engaged for a while, at a temple in Digsar village of Gujarat's Surendranagar district. Parikh is a commerce graduate who is currently pursuing Law degree. The two-day wedding ceremony was a low-key affair attended by around 100 close friends and family members."
SC not to hear Ayodhya case on Jan 29 over non-availability of judge,"The Supreme Court on Sunday postponed the 5-judge constitution bench hearing on Ayodhya case, scheduled for January 29 this year, due to the non-availability of Justice SA Bobde. Chief Justice of India Ranjan Gogoi had reconstituted the bench to hear the case. He had included Justice Ashok Bhushan and Justice Abdul Nazeer on the bench."
CBI officer who probed ICICI Bank's Chanda Kochhar case transferred,"CBI officer-in-charge Sudhanshu Dhar Mishra, who lodged an FIR into the alleged irregularities in loan disbursement by ICICI Bank, was transferred from Delhi to Jharkhand. The development comes after CBI charged ICICI Bank's former MD and CEO Chanda Kochhar, her husband Deepak Kochhar and Videocon's VN Dhoot for cheating and conspiracy. Dhar had signed FIR against them on January 22."
"Love-making is personal to me, I can't do it onscreen: Amrita Rao","Amrita Rao has said she's uncomfortable doing love-making scenes, while adding, ""Love-making is so personal to me...if I do it on screen, it's like I'm leaving a part of my soul. I cannot do that,"" she added, ""I'm not saying it's wrong...it's the reflection of how our society has changed."" ""It's just about a choice...we all make,"" Amrita further said."
Bal Thackeray said 'Sanjay Dutt can't be terrorist': Sister Priya,"Sanjay Dutt's sister Priya Dutt has said their family would forever be grateful to late Shiv Sena founder Bal Thackeray for supporting Sanjay when he was charged under TADA Act. ""There was one voice, who said 'this boy cannot be...terrorist because his family has always worked for the people of the country'. That was the voice of Balasaheb,"" she added."
Was told it was mock audition during audition for debut film: Bhumi,"Actress Bhumi Pednekar has revealed that she didn't know she was actually being auditioned during her audition for her debut film 'Dum Laga Ke Haisha' as casting director Shanoo Sharma had told her that it was a ""mock audition"". ""I guess when Sharat Katariya, my director...kind of liked my work, they told me 'We were actually auditioning you',"" she added. "
Divyanka called out for wearing copy of Sabyasachi tiger motif belt,"Television actress Divyanka Tripathi has been called out by Instagram page Diet Sabya for wearing a copy of designer Sabyasachi's tiger motif belt. The caption in the post reads, ""You've to live under a giant rock to not know that this is an iconic @sabyasachiofficial belt. NO excuses!!"" The belt that Divyanka is wearing in the photo is from 'Rimayu'."
'Nari Shakti' named Hindi Word of the Year by Oxford Dictionaries,"'Nari Shakti' (women empowerment) has been chosen as the Hindi Word of the Year 2018 by Oxford Dictionaries. The announcement was made during a session at the Jaipur Literature Festival. ""'Nari Shakti' drew focused attention in 2018 thanks to concerted efforts by the Government of India and Hindi speakers nationwide to realize aims for inclusive development,"" read Oxford Dictionaries' blog."
India's bullet train to say 'sorry' even if it gets late by a minute,"India's bullet train service will say ""sorry"" to every passenger even if the train is delayed by only a minute, the National High Speed Rail Corporation (NHSRCL) has decided. The Ahmedabad-Mumbai bullet train will see 70 trips per day, running at 320 kms per hour. The fares are expected to be around 1.5 times the fare of AC First Class."
Atmosphere of mistrust being created over 10% quota in TN: PM,"Prime Minister Narendra Modi on Sunday said an atmosphere of ""mistrust"" was being created in Tamil Nadu by a ""few people"" to serve their ""interest"" over 10% quota for the EWS of the general category. He added, ""I urge all of you to remain vigilant against such negativity."" He said any political thought which ""opposes poor"" can't ""ever benefit anyone""."
Naveen Patnaik shaken with BJP's rise: Dharmendra Pradhan,"Union Minister Dharmendra Pradhan on Sunday said Odisha Chief Minister Naveen Patnaik was ""shaken"" with the BJP's rise. He added Patnaik is spreading speculations that he may support the BJP fearing the credibility of PM Narendra Modi in the state. He said, ""We are sure to emerge as the number one party and also get a majority in the assembly."""
India to soon mark presence on Moon with Chandrayaan-2: PM,"Prime Minister Narendra Modi on Sunday said that India will soon mark its presence on the Moon with Chandrayaan-2 mission. In his 52nd episode of 'Mann ki Baat', the PM added that India has created a world record for launching ""104 satellites simultaneously"" from the ""same spacecraft"". He said India now propels satellites of both the developing and developed nations."
"MP teacher hits car accelerator instead of brake, 8 students injured","As many as eight students were injured in Madhya Pradesh's Seoni on Saturday after a school teacher mistakenly pressed his new car's accelerator instead of the brake, leading to the car ramming into the students. The students were having their mid-day meal when the car rammed into them. The teacher identified as Krishna Kumar has been arrested."
'Train 18' named 'Vande Bharat Express': Piyush Goyal,"Railways Minister Piyush Goyal on Sunday said that India's fastest indigenous train, Train 18, will now be known as ""Vande Bharat Express"". The train will run between Delhi and Varanasi at a maximum speed of 160 km per hour. The 16-coach train was built in 18 months at a cost of â¹97 crore by the Integral Coach Factory, Chennai."
I think clothes should be gender neutral: Sonam Kapoor,"Actress Sonam Kapoor has said that she believes a lot in gender fluidity, adding, ""I think clothes should be gender neutral, in general."" ""For me, it is very exciting to wear clothes people perceive as menswear and when I see men wear clothes, which people perceive as womenswear, I think it is very cool...it's more rebellious than louder,"" she added."
"Sunny Kaushal, Harrdy Sandhu to star in Ranveer's '83: Report","Sunny Kaushal, Harrdy Sandhu and Tahir Raj Bhasin will star in Ranveer Singh's upcoming film '83, as per reports. Directed by Kabir Khan, the film is based on India's win in the 1983 Cricket World Cup. Ranveer will be portraying former Indian cricketer Kapil Dev while Punjabi singer-actor Ammy Virk will be seen as Balwinder Singh Sandhu in the film."
"India A win 3rd straight one-day vs England Lions, clinch series",The India A side clinched the unofficial one-day series after defeating England Lions by 60 runs in the third unofficial one-day match at Greenfield International Stadium in Thiruvananthapuram. Left-arm spinner Krunal Pandya's 4/21 from 5.5 overs helped India register their win. The 27-year-old also contributed with the bat by scoring a 23-ball 21.
WI's Chase picks 8 in 2nd innings as England lose first Test,Windies spinner Roston Chase picked up eight wickets in the second innings to help his side beat England by 381 runs in the first Test. The defeat is England's joint seventh-heaviest in terms of runs in Test cricket. Windies captain Jason Holder was named Man of the Match after he scored a double ton in the second innings.
Jason Holder becomes number 1 Test all-rounder,Windies captain Jason Holder became the top-ranked all-rounder in Test cricket after his efforts with both the bat and the ball helped his side defeat England in the first Test on Saturday. Holder picked up two wickets in the first innings of the match and scored an unbeaten double hundred in the second innings.
Facebook to discontinue its 'Moments' app on February 25,"Facebook will discontinue its standalone private photo and video-sharing app 'Moments', launched in 2015, on February 25 later this year. Users can retrieve the content stored on the app by either storing it on Facebook or downloading it to their device via a Facebook link. Facebook attributed the discontinuation to lesser people using the app but didn't share user numbers."
Bengaluru student lending startup SlicePay gets NBFC licence,"Bengaluru-based student lending startup SlicePay has secured ""(Non-Banking Financial Company) NBFC licence"" from the Reserve Bank of India. The startup's Co-founder Rajan Bajaj confirmed the same, tweeting, ""With this regulatory comfort, we will run more aggressively towards our goal"". Founded in 2015, SlicePay lets students make purchases online on monthly installments, without any collateral."
Unfortunate that no Bharat Ratna for saints in 70yrs: Ramdev,"Yoga guru Baba Ramdev on Sunday said it was unfortunate that not even one 'sanyasi' (saint) was awarded the Bharat Ratna in the last 70 years. ""Be it Maharishi Dayanand Saraswati or Swami Vivekananda or...Shivakumara Swami ji, all...have contributed so much,"" he added. He further appealed to the Centre to give Bharat Ratna to a saint the next time."
30% increase in UG medical seats in last 4.5 years: PM Modi,"Prime Minister Narendra Modi on Sunday said, ""The numbers of undergraduate medical seats have been increased by almost 30% in the last 4.5 years."" ""The launch of Ayushman Bharat is also a big step,"" he added. He further said that 1.5 lakh health and wellness centres are being set up to provide comprehensive primary care and preventive health services."
Cost too high: Malaysia scraps $20 bn China-backed rail plan,"Malaysia's Economic Affairs Minister on Saturday said the country will cancel its $20-billion East Coast Rail Link (ECRL) project with contractor China Communications Construction. ""The... cost to develop the ECRL is too big and we don't have [the] financial capacity,"" he added. Malaysia had in August 2018 cancelled a natural gas pipeline project which was also backed by China."
"Won't retire soon, Vedanta needs my aggression: Chairman","Vedanta Resources Founder and Chairman Anil Agarwal said he won't retire soon and added the conglomerate's growth requires his ""aggression"" and ""risk-taking"" ability. ""Why should I hang [my boots]. I have a task [to finish],"" he said. ""Nobody can think of producing [5,00,000] barrels oil in such a short time... you [must] take the bull by the horn,"" he added.  "
Lupin's Indore facility fails to clear regulatory test again,Drugmaker Lupin on Saturday said it has again received six observations from the US health regulator after the inspection of its Indore facility in Madhya Pradesh. The company's Indore and Goa facilities had received a warning in 2017 over quality control issues. The Mumbai-based drugmaker recently recalled drugs from the US market due to the presence of particulate matter.
Nehwal wins Indonesia Masters after Marin pulls out with injury,Saina Nehwal became the first Indian woman to win Indonesia Masters title after her opponent Carolina Marin pulled out due to injury during the first game in the final. Marin was leading the first game 10-4 before being forced to retire due to a knee injury. Nehwal had finished as runner-up in the 2018 edition of the tournament.
Student calls in fake airplane bomb threat to stop parents' visit,"A student in France has been accused of calling in a hoax bomb threat on an easyJet flight to stop his parents from visiting him. The 23-year-old youth made an anonymous call regarding the bomb, causing a flight from Lyon to Rennes to turn around on January 18. He was arrested after it was discovered he made a hoax threat."
NZ Police jokingly issue warning against India for 'assaulting' NZ,"New Zealand Police trolled New Zealand cricket team on Facebook after Team India took a 2-0 ODI series lead. They jokingly issued a warning, saying witnesses reported India ""badly assaulting an innocent looking bunch of New Zealanders"" in Napier and Mount Maunganui. ""Extra care should be taken if you're carrying anything that looks like...bat or ball,"" the post further read."
Djokovic-Nadal Aus Open 2012 final was longest Grand Slam final ever,"The Australian Open 2012 men's singles final match between Novak Djokovic and Rafael Nadal was the longest Grand Slam title match (by duration) in history. The match, which Djokovic won 5-7, 6-4, 6-2, 6-7(5-7), 7-5, lasted five hours and 53 minutes. It overtook the record previously set by the 1988 US Open final between Mats Wilander and Ivan Lendl."
"Bhai, aisa daalega to rakh le tu: Dhoni to Jadhav on field placement","During the 20th over of New Zealand's innings in the second ODI, India wicketkeeper MS Dhoni, while instructing Kedar Jadhav, said, ""Bhai, aisa daalega toh rakh le tu (If you bowl like this...it is better to keep a fielder in the deep)."" This was after Jadhav bowled wider outside off to Henry Nicholls despite Dhoni instructing him to bowl tighter."
Pak captain Sarfaraz banned for 4 matches over 'Abey Kaale' remark,Pakistan captain Sarfaraz Ahmed has been banned for four matches for breaching the ICC's Anti-Racism Code. Sarfaraz had called South Africa all-rounder Andile Phehlukwayo 'Abey Kaale' during the second ODI between the teams at Durban on Tuesday. Sarfaraz will miss the remaining two matches of the ongoing ODI series and the first two matches of the upcoming T20I series.
Phone of UP policeman killed in mob violence found at accused's home,"The Uttar Pradesh police on Saturday recovered the mobile phone of late Subodh Kumar Singh, the policeman who was killed in mob violence in Bulandshahr last year. The phone was recovered from the killing's main accused Prashant Natt's house. ""Probe is underway. Search for the pistol is still underway,"" City SP Atul Srivastava said."
Bangladeshi politician trampled to death by elephant in West Bengal,"Syed Saymoon Kanak, media secretary of Jatiya Samajtantrik Dal of Bangladesh, was trampled to death by a wild elephant in West Bengal on Friday evening. Kanak, along with his wife and friends, had visited Lataguri in Jalpaiguri district for a jungle safari. While returning, Kanak went near the animal to take photographs when it caught him with its trunk."
"27 killed, 77 injured in twin blasts at church in Philippines","At least 27 people were killed and 77 others injured after two bombs exploded at a Roman Catholic cathedral on Jolo island in southern Philippines on Sunday. The first blast occurred inside the church while mass was being celebrated, and was followed by a second explosion in the parking lot, according to officials. There was no immediate claim of responsibility. "
Girls subjected to 'breast ironing' in UK to 'protect' them from rape,"An African practice of ""ironing"" a girl's chest with a hot stone to delay breast formation is spreading in the UK, a report by The Guardian revealed. The perpetrators, usually mothers, consider it a traditional measure which protects girls from sexual harassment and rape. The United Nations describes it as one of five global under-reported crimes relating to gender-based violence."
Indonesian billionaire known for Asia's biggest default dies at 98,"Sinar Mas Group Founder Eka Tjipta Widjaja, who had a net worth of $9.3 billion, passed away on Saturday in the Indonesian capital Jakarta at the age of 98. The Indonesian tycoon of Chinese origin is known for the $14-billion default by his flagship Asia Pulp & Paper, the worst corporate default in Asia, after the 1998 Asian financial crisis. "
'Dilwale Dulhania Le...' transformed me as an actor: Parmeet,"Parmeet Sethi, who played the role of Kuljeet in 1995 film 'Dilwale Dulhania Le Jayenge' [DDLJ], said the film helped him to transform as an actor. ""Honoured to be a part of such big film...With 'Dilwale Dulhania Le Jayenge' I got to perform a negative role on screen and that's how I started getting more grey shades roles,"" he added."
Vicky Kaushal to replace SRK in Rakesh Sharma biopic: Report,"Actor Vicky Kaushal will replace Shah Rukh Khan in Rakesh Sharma's biopic titled 'Saare Jahaan Se Achcha', as per reports. ""The makers seem convinced that Vicky will do full justice to the role of Rakesh Sharma, if not Shah Rukh,"" stated reports. Earlier, there were reports that Shah Rukh has opted out of the biopic for Farhan Akhtar's 'Don 3'. "
"Mom could say things and get away with it, I cannot: Sara","Actress Sara Ali Khan, while talking about how things have changed since her mother Amrita Singh's time, said, ""Mom could say something and get away with it...But now, it will be like, headlines."" Quoting her mother Amrita, Sara said, ""One could get away with a lot more back then, than you do now."" Sara made her Bollywood debut with 'Kedarnath'. "
In 2-3 years my sons might enter the film industry: Archana,"Talking about her sons Aaryamann and Ayushmaan, Archana Puran Singh, said, ""They have a plan to enter into the industry...in two-three years, I hope they would be able to fulfil their dreams."" She added that currently her sons are studying and learning drama and theatre. ""It's up to them how much hard work they are willing to put,"" Archana said."
Not true: Saif on playing Sara's father in 'Love Aaj Kal 2',"Denying the reports that said Saif Ali Khan will be playing the role of Sara Ali Khan's father in Imtiaz Ali's 'Love Aaj Kal 2', Saif said, ""It is not true at all."" Earlier, there were reports that Sara and Kartik Aaryan will star in the sequel to the 2009 film 'Love Aaj Kal', which starred Saif and Deepika Padukone."
Can't eat dal-chawal all day: Shreyas on doing same kind of roles,"Shreyas Talpade has said, ""One can't eat 'dal-chawal' all day, otherwise you would get bored. Similarly, we actors...get bored if we keep doing the same kind of roles in each film."" He added that it's very important to do something different from the comfort zone. ""Would be challenging...to convince people that I can do more than comedy,"" he said."
"Anil, Madhuri recreate Ram Lakhan song on film completing 30 yrs","On the occasion of their 1989 film 'Ram Lakhan' completing 30 years since its release on Sunday, Anil Kapoor and Madhuri Dixit shared a video wherein both recreated 'My Name Is Lakhan' song from the film. In another post, Anil Kapoor wrote, ""It's been one of my greatest joys to watch 'Lakhan' continue to bring a smile to people's faces."""
"Apple's new iPads, iPod Touch may not have Face ID: Report","According to coder Steve Troughton-Smith, the beta version of ""iOS 12.2 references four new iPads in WiFi and cellular variants"" that do not have the Face ID feature. Further, it also references a possible seventh-generation iPod Touch device that has neither the Face ID nor the Touch ID feature. Apple has reportedly registered the devices with the Eurasian Economic Commission."
"Punjab is Cong's fort, BJP magic can't work here: State Min","Punjab Finance Minister Manpreet Badal on Friday said, ""Punjab is Congress party's fort."" ""BJP's magic may have worked across the country, but it never worked in Punjab,"" he added. He further said that appointing Priyanka Gandhi and Jyotiraditya Scindia as Congress' general secretaries for Uttar Pradesh was like a smart general bringing the 'reserve force' to the battlefront for success."
Rahul has all qualities to become a good PM: Tejashwi Yadav,"RJD leader Tejashwi Yadav has said that Congress President Rahul Gandhi has ""all the qualities"" required to become a good Prime Minister. ""He's the national president of Indiaâs oldest party and [has] been in Parliament for last 15 years,"" he added. ""Donât forget his party has five Chief Ministers in the country and he is leading them,"" he further added."
Gold worth â¹55 lakh seized at Coimbatore airport; 5 held,"Directorate of Revenue Intelligence officials on Friday arrested five persons, including two airline staff for attempting to smuggle gold into India at the Coimbatore Airport. Around 16 bars of gold worth â¹55 lakh was seized from them. The DRI officials intercepted a passenger who had arrived on SriLankan airlines, following which the other four were caught."
PM Modi lays foundation stone of AIIMS in Madurai,"PM Narendra Modi on Sunday laid the foundation stone of All India Institute of Medical Sciences (AIIMS) in Madurai as a part of his visit to Tamil Nadu. ""With AIIMS in Madurai, this brand name has been taken to all corners of the country,"" he said. He also inaugurated super-speciality blocks at Rajaji, Thanjavur and Tirunelveli medical colleges."
"EVM hacking is easy, revert to ballot paper: Andhra CM","Andhra Pradesh CM Chandrababu Naidu has said that there was 100% chance for hacking Electronic Voting Machines (EVMs). He demanded that Election Commission either ensure counting of 100% slips of Voter Verifiable Paper Audit Trail or revert to the old ballot paper system. ""EC should not exert pressure on using a system in which there is no faith,â he added."
"Differently-abled soldiers to get minimum â¹18,000 pension","The Defence Ministry has announced that ""disability or war injury pension, special family pension and liberalised family pension shall be minimum â¹18,000 per month."" The amount has been revised with effect from 1 January 2016. The 7th Pay Commission had earlier suggested a slab-based system for fixing disability pension for soldiers but had received criticism from retired soldiers."
"2 dead, 24 injured as bus overturns in J&K","As many as two people were killed and 24 others were injured on Sunday after a bus carrying Vaishno Devi pilgrims overturned in Kathua district of Jammu and Kashmir, police said. The pilgrims were returning from the shrine when the vehicle hit the divider and overturned. The condition of some of the injured was stated to be ""serious"", police said. "
Name new Goa bridge after Manohar Parrikar: Goa Tamil Sangam,"The Goa Tamil Sangam (GTS) has urged Union Minister Nitin Gadkari to name the new Mandovi Bridge in Panaji after CM Manohar Parrikar. ""Most of the people in Goa are deeply touched and remembered the good infrastructure and development work carried out by...Parrikar, the great visionary man,"" GTS said. The bridge will be open to public from Sunday. "
Indiaâs Largest World Education Fair hosts 80+ universities,"Edwise, India's leading overseas education consultant, is organising its 34th World Education Fair from 28th January to 17th February across 14 cities in India. Visitors can interact with delegates of 80+ universities and solve queries on a personal level related to courses, fees, visa and loans. They can also avail application fee waiver, spot offers and scholarships based on merit."
'Top Chef' contestant Fatima Ali passes away at 29 due to cancer,"American show 'Top Chef' Season 15 contestant, Pakistani-American chef Fatima Ali, passed away on Friday at the age of 29 after her battle with cancer. At the end of 2017, she was diagnosed with Ewing's sarcoma, a type of bone and soft tissue cancer. ""I'm getting sicker...Right now all I need are prayers,"" she posted on Instagram earlier this month."
Emergence of a new queen: Japanese PM on Osaka winning Aus Open,"Praising Naomi Osaka for becoming the first Japanese tennis player to win Australian Open, Japanese Prime Minister Shinzo Abe tweeted, ""I am very proud of the emergence of a new queen. I look forward to your continued accomplishments."" The 21-year-old defeated Petra Kvitova 7-6(7-2), 5-7, 6-4 in two hours and 27 minutes in the final on Saturday."
It helps when MS Dhoni is playing till last ball: Kedar Jadhav,"Following India's 90-run victory over New Zealand in the second ODI on Saturday, all-rounder Kedar Jadhav said that it helps if MS Dhoni is there till the last ball during India's innings. ""All his experience...it helps players like us to just work around him and he takes most of the strike and scores most of the runs,"" he added."
I won't translate from Urdu to English anymore: Raja on 'Kaale' row,"Pakistani cricketer-turned-commentator Ramiz Raja has said he won't be translating anything from Urdu to English anymore after Pakistan captain Sarfaraz Ahmed was caught on stump mic calling South Africa's Andile Phehlukwayo 'Abey Kaale' during an ODI. ""It would've been an uncouth way of commentating and unintelligent on my behalf,"" Raja added about not translating Sarfaraz's remark on air."
Man City thrash Burnley 5-0 in FA Cup to register 8th straight win,"Manchester City thrashed Burnley 5-0 in FA Cup fourth round on Saturday to record their eighth successive victory across all competitions. Gabriel Jesus opened the scoring for City in the 23rd minute, while the remaining four goals came in the second half, including an own goal by Kevin Long. City have now scored 30 goals in seven games in 2019."
"Pandya, KL Rahul's suspensions were hurting team morale: Vinod Rai","CoA chief Vinod Rai has said he revoked Hardik Pandya and KL Rahul's suspensions as it was ""becoming uncertain"" and also ""hurting the team morale"". ""They haven't played five matches (including Saturday's ODI). The punishment they have undergone is commensurate with whatever they've done,"" he added. Pandya and Rahul were suspended over their comments on women on 'Koffee with Karan'."
â¹1.55 crore raised towards private search for missing footballer,"More than â¹1.55 crore has been raised so far towards a private search for Cardiff City footballer Emiliano Sala, who has been missing since his plane disappeared from radar over English Channel on Monday. Police called off the search on Thursday, saying, ""The chances of survival at this stage are extremely remote."" PSG midfielder Adrien Rabiot contributed over â¹20 lakh."
An honour which comes with responsibility: Gambhir on Padma Shri,"After being conferred with Padma Shri, India's fourth highest civilian award, former India cricketer Gautam Gambhir said that it's an honour which ""also comes with responsibility"". ""It's an honour I accept with gratitude... I'm living for the day when Gautam Gambhir the human being beats Gautam Gambhir the cricketer. That will be my day, my award to myself,"" he tweeted."
Really shocked: Bachendri Pal on being conferred with Padma Bhushan,"Bachendri Pal, the first Indian woman to reach the summit of Mount Everest, has said that she was really shocked on being conferred with Padma Bhushan this year. ""It was a surprise for me...I want to thank PM Narendra Modi government. I haven't ever applied for any award. I'd like to dedicate this award to my parents,"" the 64-year-old added."
Wealth is not only reason young cricketers feel entitled: Dravid,"India A and India Under-19 coach Rahul Dravid has said wealth is not the only reason why young cricketers feel entitled. ""Entitlement can come in many ways in any environment. It can happen from a young age,"" he added. His comments come in the wake of controversy surrounding remarks on women made by KL Rahul and Hardik Pandya. "
It makes me nervous: Sunil Chhetri on Padma Shri award,"Indian football team captain Sunil Chhetri has said it makes him a bit ""nervous"" to be honoured with Padma Shri award. ""I need some time to understand what the recognition actually means,"" added Chhetri, who is the sixth footballer to be honoured with the award. ""It'll surely spur me on...to...be the hungrier, fittest and...sharpest...in my team,"" he further said."
"Unaware of murder, man sleeps on bed with body in bed box for 5 days","The body of a woman was found in a residence in Gurugram, inside a bed box, over five days after the woman went missing. For five days, Dinesh Kumar slept on his bed, unaware that the body of his driver's wife was hidden in its storage. He discovered the body after sensing a foul smell and immediately called the police."
I am compelled to apologise for first time in 52-yr career: Chandra,"Essel Group Chairman Subhash Chandra said he's compelled to apologise to banks for first time in his 52-year career for not living up to expectations. He urged them to be ""patient"" till his group completes stake sale in ""crown jewel"" Zee Entertainment to help repay dues. ""If lenders react in panic situation, it'll only hurt them and us,"" he added. "
"I-T attaches some Mindtree shares held by Coffee Day, its founder","The Income Tax Department has attached a portion of shares held by Coffee Day Enterprises and its founder VG Siddhartha in IT firm Mindtree over a potential tax demand. The shares represent a 4.5% stake. Siddhartha, who owns 21% of Mindtree along with his affiliates, is reportedly in advanced discussions with various entities to sell his shares in the company. "
"iPhone assembler Foxconn invests â¹1,500 crore in Indian unit","Apple's biggest iPhone assembler Foxconn said it injected up to $213.5 million (over â¹1,500 crore) into its Indian unit between September and January for ""long-term investment"". The Taiwanese firm doesn't make any iPhones in India, though it manufactures Xiaomi's handsets in the country. Apple currently assembles the lower-cost SE and 6S models in India through Wistron's local unit in Bengaluru.  "
"If you see Manikarnika, you'll become better person: Kangana","Kangana Ranaut has said that if you see her recently released film 'Manikarnika: The Queen Of Jhansi', ""you will become a better person"" as the film revolves around the ""higher truth"". âThis film can set new standards for women-centric films,â she added. The film, for which Kangana has been credited as co-director, released on January 25."
"It's simplest things that give me, Anushka lot of joy: Virat","Virat Kohli, while talking about himself and wife Anushka Sharma, said it's the simplest things that give them a lot of joy. ""We're always in public eye and we're always doing things in front of people. It's very important to get away and be totally not known by anyone. And that's something that both of us really like,"" he added."
Couldn't say no to Agneepath: Hrithik on film completing 7 yrs,"On the occasion of his film 'Agneepath' completing seven years since its release on Saturday, Hrithik Roshan wrote, ""After I heard the narration, I just couldn't say no [to the film]."" ""'Agneepath' gave me the opportunity of going all guns blazing. Rarely does a script come along which warrants the actor to risk everything. Including his bones,"" he further wrote."
"Felt ashamed to say, really proud of GoT final season: Maisie","Maisie Williams, who portrays 'Arya Stark' in 'Game of Thrones', has said, ""I'm really proud of this final season...I've always felt ashamed to say things like that but...I'm really proud of all the work we've put in."" ""I don't know [if] anyone's going to be satisfied. No one wants it to end...for me, it's the right time,"" she added."
Kuldeep equals Kumble's tally of four-plus-wkt hauls outside Asia,Indian spinner Kuldeep Yadav equalled Anil Kumble's tally of registering five four-plus-wicket hauls in ODI cricket outside Asia. Yadav registered figures of 4/45 in the second ODI between India and New Zealand on Saturday. Kumble had picked up his five four-plus-wicket hauls in 94 matches while Yadav reached the figure in his 18th match.
Cong banking on 'chocolaty' faces for elections: BJP leader,"After Priyanka Gandhi's entry into politics, BJP General Secretary Kailash Vijayvargiya on Saturday said, ""[Congress] wants to contest the elections while banking on chocolaty faces."" ""Somebody takes Kareena Kapoor's name, while others ask for Salman Khan. Now they have brought in Priyanka,"" he added. He further said that Congress doesn't have confidence in party chief Rahul Gandhi's leadership."
Bus conductor's daughter leads all-women contingent on R-Day,"For the first time, an all-women contingent of Assam Rifles took part in the Republic Day parade on Saturday. The contingent was led by Major Khushboo Kanwar, the daughter of a bus conductor. ""I feel...proud and he (her father) feels the same. Itâs a...gift for him [and] to struggles he has seen in life,"" Kanwar said on leading the contingent. "
Navy officer who airlifted pregnant women in Kerala flood awarded,"Commander Vijay Varma, a pilot in the Indian Navy, has been awarded the Nao Sena Medal for gallantry. Varma had rescued 24 survivors, including two pregnant women, during the 2018 Kerala floods. The Nao Sena Medal was also conferred on Naval Commander Abhilash Tomy, who had suffered a back injury while participating in the Golden Globe Race 2018."
There is no place for illegal immigrants in Assam: Governor ,"Speaking on the occasion of 70th Republic Day, Assam Governor Jagdish Mukhi on Saturday said that there is no place for illegal immigrants in Assam. ""The people of the state have all the rights on its resources and it will always remain like that,"" he added. ""We'll take all necessary steps to free Assam from illegal foreigners,"" he further said.n"
"1 dead, 9 fall ill after eating prasad from Karnataka temple","A woman died and nine people, including two children, were hospitalised after consuming prasad from a temple in Karnataka's Chikkaballapur on Friday. According to police, people started complaining of stomach ache after consuming the prasad. ""Temple management isn't involved as nobody prepared any prasad there. Two women had brought some prasad and were distributing it,â police added. "
"Girl shows up for interview with Microsoft a month early, goes viral","An exchange between 21-year-old Scottish student Laura Maclean and Microsoft over her showing up for a job interview on Skype a month early has gone viral. Laura reached out to Microsoft after not receiving their call on January 18, thinking it was February 18, day of her scheduled interview. ""Can't wait to laugh about this on [February 18],"" Microsoft commented."
